34	35	Alfin Chairunisa	alfinchairunisa@gmail.com	628445557	20	September	2013-03-16 00:00:00	0	0	1
35	36	Revi Aswin Fatimah	reviaswinfatimah@roketmail.com	6287857786	21	Desember	2012-05-25 00:00:00	1	0	1
36	37	Faishal Listisni	faishallistisni@outlook.com	6287858020	23	Mei	2013-07-05 00:00:00	1	0	0
37	38	Jova Imania	jovaimania@gmail.com	628468802	17	Oktober	2012-10-28 00:00:00	0	0	0
38	39	Izhar Halim	izharhalim@gmail.com	6287881031	32	September	2013-01-23 00:00:00	1	0	1
39	40	Garin Sugiyanto	garinsugiyanto@yahoo.com	6287881265	33	Desember	2012-09-27 00:00:00	1	0	1
40	41	Edy Fitriyah	edyfitriyah@roketmail.com	6287883533	19	Mei	2013-07-15 00:00:00	1	0	1
41	42	Geraldi Lalo	geraldilalo@hotmail.com	6287885801	50	Mei	2012-09-05 00:00:00	1	0	1
42	43	Yusuf Tilasnuari	yusuftilasnuari@hotmail.com	6287888069	31	Juli	2013-02-01 00:00:00	1	0	1
43	44	Lukman Naufal Simorangkir	lukmannaufalsimorangkir@gmail.com	6287890337	20	Juli	2012-05-19 00:00:00	0	0	1
44	45	Maruto Asih	marutoasih@yahoo.com	6287892605	47	Juni	2012-01-16 00:00:00	1	0	1
45	46	Azrul Satria	azrulsatria@yahoo.com	6287894873	27	Agustus	2012-04-16 00:00:00	1	0	0
46	47	Anton Fikri	antonfikri@hotmail.com	6287897141	38	Desember	2013-02-17 00:00:00	1	0	1
47	48	Anugrah Sastra	anugrahsastra@outlook.com	6287899409	35	November	2013-12-10 00:00:00	1	0	1
48	49	Sigit Amalia	sigitamalia@roketmail.com	6287892844	48	Maret	2013-02-23 00:00:00	1	0	1
49	50	Rizki Faishal Apriyani	rizkifaishalapriyani@roketmail.com	6287886279	42	Maret	2013-03-20 00:00:00	0	0	1
50	51	Athirah Atsila	athirahatsila@yahoo.com	6287879714	47	April	2012-11-23 00:00:00	1	0	1
51	52	Indah Khairunisa	indahkhairunisa@roketmail.com	6287873149	40	Mei	2012-04-01 00:00:00	1	0	1
52	53	Dela Harkart	delaharkart@outlook.com	6287866584	39	Oktober	2013-10-31 00:00:00	1	0	0
53	54	Anindyanti Bayhacki	anindyantibayhacki@yahoo.com	6287860019	21	September	2012-03-28 00:00:00	1	0	1
54	55	Anastasia Primanelza	anastasiaprimanelza@roketmail.com	6287853454	40	Desember	2013-08-18 00:00:00	0	0	1
55	56	Anna Usra	annausra@roketmail.com	6287846889	42	Mei	2012-09-10 00:00:00	1	0	1
56	57	Rianita Santi	rianitasanti@yahoo.com	6287840324	15	Oktober	2012-04-10 00:00:00	1	0	0
57	58	Nadia Persadani	nadiapersadani@roketmail.com	6287833759	25	Juli	2012-10-26 00:00:00	1	1	1
58	59	Rayhana Hidayatul	rayhanahidayatul@hotmail.com	6287827194	25	Juni	2013-09-30 00:00:00	1	0	1
59	60	Hanifa Ivangkia	hanifaivangkia@gmail.com	6287820629	47	Agustus	2012-08-22 00:00:00	1	0	1
60	61	Amadea Octaza	amadeaoctaza@roketmail.com	6287814064	17	Desember	2012-06-01 00:00:00	0	0	1
61	62	Auzy Narendra	auzynarendra@outlook.com	6287807499	35	November	2012-07-20 00:00:00	1	0	1
62	63	Rocitha Mufti	rocithamufti@roketmail.com	6285347733	33	Maret	2012-12-26 00:00:00	1	0	1
63	64	Amalia Widi Abelardo	amaliawidiabelardo@outlook.com	6285341168	17	Maret	2013-01-24 00:00:00	1	0	1
64	65	Puspa Fariza	puspafariza@yahoo.com	6285334603	34	April	2012-08-14 00:00:00	1	0	1
65	66	Clara Amira	claraamira@hotmail.com	6285328038	35	Mei	2013-11-23 00:00:00	0	0	0
66	67	Hilary Adha	hilaryadha@yahoo.com	6285321473	15	Juni	2013-03-26 00:00:00	1	0	1
67	68	Reny Oktavianty	renyoktavianty@gmail.com	6285314908	30	Agustus	2012-10-26 00:00:00	1	0	1
68	69	Salsabila Resa	salsabilaresa@hotmail.com	6285308343	32	Desember	2013-11-15 00:00:00	1	0	1
69	70	Fathina Narimanda	fathinanarimanda@yahoo.com	6285301778	24	November	2012-12-02 00:00:00	1	0	1
70	71	Moerdiati Ramsihs	moerdiatiramsihs@roketmail.com	6285295213	16	Maret	2013-08-25 00:00:00	0	0	0
71	72	Bella Listyani	bellalistyani@hotmail.com	6285288648	45	Maret	2013-10-01 00:00:00	1	0	1
72	73	Natasha Fadholi	natashafadholi@gmail.com	6285282083	49	April	2013-02-08 00:00:00	1	1	1
73	74	Berty Yulianti	bertyyulianti@gmail.com	6285275518	22	Mei	2013-02-18 00:00:00	1	0	1
74	75	June Andjani	juneandjani@gmail.com	6285268953	45	Desember	2013-09-01 00:00:00	1	0	1
75	76	Kautsar Jaelani	kautsarjaelani@yahoo.com	6285262388	29	November	2012-02-08 00:00:00	1	0	1
76	77	Amanda Idayu	amandaidayu@yahoo.com	6285255823	17	Maret	2012-01-10 00:00:00	0	0	1
77	78	Ovienov Asti Idrus	ovienovastiidrus@outlook.com	6285249258	15	Maret	2012-04-08 00:00:00	1	0	1
78	79	Saliha Husein	salihahusein@outlook.com	6285242693	49	April	2012-01-22 00:00:00	1	0	1
79	80	Yosia Jaya	yosiajaya@yahoo.com	6285236128	22	Mei	2012-06-30 00:00:00	1	0	1
80	81	Desi Fauziyah	desifauziyah@outlook.com	6285229563	34	Maret	2013-01-29 00:00:00	1	0	1
81	82	Tresna Rianita Prasojo	tresnarianitaprasojo@yahoo.com	6285222998	44	Maret	2012-05-25 00:00:00	0	0	1
82	83	Rarahayu Verev	rarahayuverev@outlook.com	6285216433	15	April	2013-02-22 00:00:00	1	0	1
83	84	Janiar Satria	janiarsatria@outlook.com	6285209868	17	Mei	2012-03-20 00:00:00	1	0	1
84	85	Retno Maulinda	retnomaulinda@roketmail.com	6285203303	28	November	2012-07-30 00:00:00	1	0	1
85	86	Abdul Gofar	a.gofar@gmail.com	62815678555	33	\N	2012-03-12 00:00:00	1	0	1
86	87	Uswatun Hasanah	\N	62813688235	23	\N	2012-09-23 00:00:00	0	0	1
87	88	Adi Putranto	adiputranto@live.com	62852688775	29	\N	2012-11-03 00:00:00	1	0	1
\.


